"Rock Type (Limestone-1,Shale-3,Sandstone-4,Basalt-5,Granite-6)",Density (g/cc),UCS (MPa),RQD (%),Hardness,Joint Spacing (m),Joint Orientation (deg),Fracture Frequency (/m),Charge per Hole (kg),Powder Factor (kg/m3),Delay Timing (ms),"Initiation Sequence (Line-1,Staggered-2,Diagonal-3,Vpattern-4)",Burden (m),Spacing (m),Bench Height (m),Hole Diameter (mm),Hole Depth (m),Sub Drilling (m),Stemming Length (m),"Explosive Type(Emulsion-1,ANFO-2,Slurry-3)",Bench Width (m),Slope Angle (deg),Overall Slope Angle (deg),Pit Length (m),Temperature (C),Rainfall (mm),Humidity (%),Flyrock Distance (m)
3,2.41,121.5,23.4,7,0.58,53,3,428.6,0.63,104,2,2.62,2.96,7.75,140,9.21,1.18,2.31,2,19.41,70,42,368.1,22,246,93,55.44
1,2.43,74.9,74.9,8,0.23,0,10,457.3,0.83,169,4,3.21,4.78,6.74,227,8.14,1.09,2.86,1,17.16,48,39,733,37,153,37,60.11
1,2.59,57.4,62.7,8,1.42,63,11,232.2,0.9,50,3,4.22,6.17,10.92,76,12.84,1.1,3.19,2,16.06,61,50,337,34,257,93,58.28
3,2.96,193.8,40,8,0.32,51,2,211.8,0.71,124,4,4.41,6.57,12.27,175,13.11,1.9,4.23,1,19.68,54,41,852.9,24,137,40,32.79
6,2.97,197.6,55.4,5,1.06,68,10,282,0.53,91,1,4.67,4.97,11.63,149,13.45,1.6,4.22,3,14.81,55,35,821.1,23,299,73,25.07
1,2.72,125,41.5,7,0.6,67,14,303.3,0.95,342,2,5.3,6.5,11.07,160,12,1.34,4.96,2,7.37,63,32,450,34,20,43,54.24
6,2.77,269.3,71.6,10,0.95,15,6,499.4,0.45,168,4,4.55,5.64,10.89,207,11.55,2.13,3.22,3,9.07,68,37,348.5,21,33,60,35.39
4,2.57,72.1,87.7,9,0.34,42,11,218.4,0.38,484,3,3.33,3.85,7.86,237,9.47,1.28,2.72,3,13.27,56,48,757.2,39,14,69,30.15
4,2.62,287.9,97.7,3,0.3,11,12,109.6,0.42,122,3,4.41,5.78,9.34,90,10.63,2.05,3.63,2,13.08,45,38,294.7,43,118,47,14.65
6,2.87,259.3,32.4,8,2.46,32,10,332.9,0.7,390,2,4.95,5.13,13.3,205,14.28,1.29,3.63,1,17.32,54,38,586.3,29,292,74,48.77
3,2.54,157.5,23.1,7,1.7,47,15,217.6,0.35,311,2,2.8,3.5,7.22,156,8.1,1.15,2.78,3,13.12,72,40,643.4,43,119,35,25.02
3,2.86,231.8,62.1,7,1.55,70,3,312.1,0.83,410,1,4.2,4.58,8.56,123,9.17,1.19,3.98,3,13.37,59,53,832.9,45,203,100,56
3,2.63,52.3,28.9,9,0.11,49,7,355.4,0.69,167,1,4.38,4.84,9.94,95,11.08,1.14,3.43,3,15.25,60,53,840.9,40,13,43,49.59
1,2.21,29.5,40.9,7,0.24,30,6,67.8,0.83,494,3,3.61,4.99,7.87,94,9.02,1.25,2.65,3,12.76,49,42,267.3,44,37,49,49.26
5,2.76,119.2,87.4,7,0.53,11,5,492.6,0.37,341,1,3.19,3.56,7.8,83,8.35,0.66,3.03,1,7.15,62,36,650.5,34,167,77,43.22
1,2.83,131.7,48.8,5,2.47,15,2,82,0.61,379,4,5.6,7.6,11.38,194,12.65,2.8,4.29,1,18.15,59,33,633.6,37,188,49,31.03
3,2.97,50.4,27.7,3,0.78,19,13,236.5,0.94,266,2,5.24,5.68,13.28,222,15,2.48,4.91,3,18.4,55,38,158.7,31,237,87,41.61
4,2.98,152.1,58.2,8,0.47,13,10,389.7,0.87,341,3,3.49,3.57,9.79,147,11.46,1.61,3.36,1,5.01,61,49,935.7,41,296,51,63.12
1,2.32,206.2,94.7,5,0.49,53,4,471,0.68,412,4,2.71,3.42,6.14,91,6.76,0.78,2.5,1,12.83,55,42,584.1,27,128,64,49.81
6,2.29,169.4,42.3,4,1.11,32,5,384,0.84,116,3,5.34,6.42,12.11,212,13.72,1.13,4.34,3,17.21,45,54,577.3,20,287,76,57.04
4,3,187.5,90,5,0.88,22,10,191.7,0.65,417,3,3.82,4.97,10.14,218,11.06,1.74,3.65,2,17.46,63,54,794.9,32,178,85,27.59
3,2.42,202.2,82.5,5,1.7,84,14,235.9,0.46,477,3,5.1,5.94,12.3,82,12.89,2.21,5,3,5.18,73,36,724,38,276,36,29.26
6,2.74,203.2,23,5,1.44,36,5,62.7,0.32,437,3,5.67,7.16,14.04,236,15.67,2.17,4.59,3,17.23,49,33,784.3,40,265,39,14.92
4,2.91,28.9,87.3,7,1.21,52,4,214.9,0.63,89,1,5.07,5.2,13.81,128,15.67,1.91,4.68,3,5.91,66,54,748.6,30,146,53,34.91
5,2.31,112.8,57.9,4,0.78,70,5,445.2,0.42,367,4,6.24,7.76,13.26,146,14.28,1.36,6.03,3,15,68,50,356.7,25,212,95,16.18
3,2.37,58.2,24.4,5,1.92,75,2,162.9,0.91,93,4,2.91,3.53,8.55,113,9.95,1.2,2.25,3,13.07,57,43,943.2,44,185,58,52.71
4,2.9,277.8,76.3,6,2.09,48,10,60.8,0.45,195,1,3.45,4.92,7.09,192,8.82,0.91,2.62,1,7.72,66,52,864.9,41,236,33,27.1
5,2.3,41.3,41.9,10,1.35,66,12,482.9,0.87,399,1,4.02,4.19,9.56,173,11.15,0.97,3.52,2,17.71,63,35,177.2,44,75,40,65.05
6,2.7,29.1,99.4,5,0.35,75,1,246.6,0.83,426,3,3.84,5.52,8.04,140,8.56,1.38,3.02,1,13.35,47,32,970.1,31,241,63,54.08
1,2.6,259.2,24.4,3,0.66,45,15,78.8,0.91,286,2,4.7,4.84,9.77,215,10.31,1.7,4.69,1,16.63,46,50,678.3,29,210,73,37.18
6,2.78,239.8,80.6,10,1.31,70,15,121.5,0.36,193,4,2.75,3.41,6.21,229,7.6,0.59,2.2,2,5.35,68,40,402.6,34,182,80,23.17
6,2.95,220.5,36.9,5,1.09,45,5,51.3,0.69,147,2,5.58,7.85,12.78,224,14.48,2.01,5.19,1,18.17,60,52,646.3,30,171,67,30.28
3,2.76,235.1,98.6,5,0.41,47,14,355.8,0.44,100,2,4.01,5.26,10.18,184,12.03,1.12,3.4,2,12.87,62,38,806.2,23,29,70,38.63
4,2.46,204,89,10,0.95,9,14,484,0.54,259,2,4.03,4.06,11.38,133,12.17,0.85,3.04,1,12.97,63,44,646.8,38,233,52,43.51
1,2.52,155.8,26.5,6,0.3,12,2,278.9,0.76,246,4,3.09,4.13,7.27,198,8.42,1.29,2.93,1,16.06,71,49,913.6,32,221,81,46.07
1,2.44,148.3,86.6,6,1.66,34,15,279.8,0.68,440,1,4.46,6.33,13.03,121,13.9,1.5,4.14,3,18.99,58,52,141.4,44,271,89,29.52
5,2.31,78.8,52.8,6,1.22,15,7,314.2,0.38,78,1,3.53,5.03,8.25,145,9.74,0.99,2.77,2,14.98,74,36,995.5,36,236,42,24.89
4,2.32,278.5,21,9,0.34,88,10,52,0.48,423,2,5.87,6.08,11.81,244,13.61,1.73,5.2,2,9.19,61,39,723,32,82,43,7.3
3,2.83,292.1,26.6,4,1.33,65,14,304.5,0.63,37,1,3.92,4.77,9.77,229,11.48,1.33,3.62,1,14.32,74,32,499.6,36,83,40,41.02
1,2.38,72.4,20.8,9,0.78,11,7,438.2,0.8,200,2,5.08,6.3,10.3,132,11.42,2.37,3.95,1,11.54,47,31,124.1,27,138,77,55.54
1,2.48,194.7,64.1,4,1.59,28,9,223.2,0.62,43,1,3.74,4.35,9.96,249,11.63,0.92,2.98,3,17.52,54,36,979.7,21,97,55,38.15
5,2.43,251.7,25.4,3,0.37,79,3,364.6,0.42,253,1,6.12,6.45,12.91,79,14.9,1.85,6.04,3,10.06,73,34,263.2,22,289,55,18.98
4,2.91,198.9,73.3,7,1.38,23,8,180.8,0.44,411,3,4.6,5.64,9.47,85,11.42,1.66,4.51,3,12.34,51,44,830.2,30,75,49,13.99
6,2.72,226.4,76.8,4,0.43,30,7,80.1,0.55,307,1,3.34,4.72,6.98,147,8.52,1.14,2.91,1,16.55,58,47,273,36,120,80,29.5
